count,method,reason
1,SCHEMA,Answer requires both SOURCE (specific examples of abusive squeezes) and TARGET (general rule about misleading impressions and artificial prices) to be fully correct.
1,SCHEMA,"Answer correctly summarizes the conditions when a trader should not try to control the market, grounded in both passages, though some paraphrasing reduces perfect correctness."
1,SCHEMA,"Answer requires both SOURCE and TARGET to confirm the definition, but the question could be mostly answered from SOURCE alone, so dual_use is 3, not 4."
1,SCHEMA,"Answer is mostly correct but adds interpretation and context not explicitly stated in SOURCE or TARGET, such as 'breach of market integrity' and references to FSMR and regulatory guidelines generally, which is not directly quoted or fully supported, so correctness is partial (1)."
1,SCHEMA,Hard gate fail due to question including citation tags despite forbid_citations_in_question=true.
1,SCHEMA,"The question is realistic and natural for compliance, asking about regulatory definitions."
1,SCHEMA,The answer requires both passages to fully address the definition of Insider Dealing.
1,SCHEMA,Answer requires both SOURCE and TARGET to confirm the exact definition and phrasing (dual_use=4).
1,SCHEMA,Answer is mostly correct and grounded in both passages but adds some interpretative context not explicitly stated (correctness=3).
1,SCHEMA,"dual_use: The question requires both SOURCE and TARGET to answer correctly, as both define the behavior similarly and are needed to confirm the full scope."
1,SCHEMA,"correctness: The answer is mostly correct but adds information about unfairness, illegality, and regulatory intent that is not explicitly stated in either passage, thus partially correct only."
1,SCHEMA,"hard gate fail: The question includes no rule/section identifiers, and both required tags are present in the answer."
1,SCHEMA,"The question is realistic and natural for compliance, asking about insider dealing."
1,SCHEMA,"The answer requires both passages to fully explain insider dealing, as it references definitions from both SOURCE and TARGET."
1,SCHEMA,"dual_use: The question generally requires both SOURCE and TARGET to answer correctly, though borderline."
1,SCHEMA,"correctness: The answer adds information about illegality, fairness, and market integrity not explicitly stated in SOURCE or TARGET, thus partially correct but includes some unsupported claims."
1,SCHEMA,"Answer relies mostly on SOURCE for definition; TARGET only states the context of the behaviour but does not define the term, so dual_use is mostly one-sided (score 2)."
1,SCHEMA,Answer is partially correct and grounded in SOURCE but adds interpretative language not explicitly in either passage (score 2).
1,SCHEMA,"Hard gate failed because the question includes the phrase 'on the basis of Inside Information' but does not contain rule/section identifiers, so no citation in question (pass)."
1,SCHEMA,"However, the dual-evidence gate fails because the question can be answered mostly from SOURCE alone without needing TARGET."
1,SCHEMA,"The question is realistic and natural for compliance, asking for a definition related to insider trading."
1,SCHEMA,"The question requires both passages to answer correctly, as it involves definitions and context from both the SOURCE and TARGET."
1,SCHEMA,"The answer is fully correct and grounded in both the SOURCE and TARGET, accurately reflecting the definitions and implications."
1,SCHEMA,"Answer relies mostly on SOURCE for definition; TARGET only states the context of the behaviour without defining the term, so dual-use is borderline but not clearly requiring both."
1,SCHEMA,"Answer is partially correct and grounded mainly in SOURCE; TARGET adds context but no definitional content, so correctness is partial."
1,SCHEMA,"Question does not include rule/section identifiers, so no citation in question."
1,SCHEMA,Answer requires both SOURCE (definition of 'on the basis') and TARGET (types of behaviour involving dealing on the basis) to be fully correct
1,SCHEMA,Answer requires both SOURCE (definition of 'on the basis') and TARGET (types of Behaviour involving Insiders and instruments) to be fully correct.
1,SCHEMA,ANSWER correctly synthesizes the key points from both SOURCE and TARGET without hallucination or contradiction.
1,SCHEMA,"dual_use: The question requires both SOURCE and TARGET to answer correctly, as SOURCE details the context of execution of unsolicited orders and TARGET specifies the condition of disclosure outside proper course of duties."
1,SCHEMA,"correctness: The answer partially aligns with the texts but adds interpretative language not explicitly stated, such as 'undue influence' and 'market integrity', and does not clearly state the exact circumstances as per the texts."
1,SCHEMA,dual_use: The question requires both SOURCE and TARGET but could be mostly answered from SOURCE alone; TARGET adds context but is not essential for full correctness.
1,SCHEMA,correctness: The answer is generally correct but somewhat paraphrased and lacks explicit mention of the exact conditions from the TARGET; partial grounding only.
1,SCHEMA,hard gate fail: Both required passage tags are present.
1,SCHEMA,"hard gate fail: The question does not include rule/section identifiers, complying with forbid_citations_in_question=true."
1,SCHEMA,hard gate fail: The question is not fully dual-evidence as it can be answered mostly from SOURCE alone.
1,SCHEMA,"dual_use: The question can be mostly answered from the SOURCE alone; TARGET adds minimal necessary detail, so dual-use requirement is not met."
1,SCHEMA,"correctness: The answer partially reflects the SOURCE and TARGET but adds some interpretation not explicitly stated, reducing correctness."
1,SCHEMA,Realistic question about insider trading practices.
1,SCHEMA,The question requires both passages to fully understand the rules regarding sharing Inside Information.
1,SCHEMA,The answer is partially correct but does not fully capture the specifics from both passages.
1,SCHEMA,"dual_use: The question requires both SOURCE and TARGET to answer correctly, as SOURCE details the context of execution of unsolicited orders and restrictions, while TARGET clarifies the condition about proper course of duties."
1,SCHEMA,correctness: The answer incorrectly states the rule as 'if sharing is not part of normal job duties' but does not accurately reflect the SOURCE's specific conditions (no disclosure or advising) and TARGET's phrasing about 'proper course of employment'. The answer is somewhat interpretive and not fully grounded in the exact texts.
1,SCHEMA,Answer requires both SOURCE and TARGET to confirm the exact wording and regulatory basis.
1,SCHEMA,"Both passages contain the key phrase and regulatory context, making both necessary for a complete answer."
1,SCHEMA,"The question requires both passages to answer correctly, as both discuss the same prohibition."
1,SCHEMA,Answer requires both SOURCE and TARGET to confirm the exact phrasing and regulatory basis.
1,SCHEMA,"Both passages contain the key phrase and regulatory context, making dual evidence necessary."
1,SCHEMA,"Answering requires both SOURCE and TARGET as both state the same legal restriction, reinforcing the rule; removing either weakens the basis."
1,SCHEMA,"Answer correctly and fully reflects the prohibition on sharing Inside Information except in the proper course of employment, profession, or duties."
